data1;tiempo1;tiempo2;data2;casos_con_sintomas;casos_sin_sintomas;uci;pcr;casos_activos;fallecidos;fim_cuarentena;region;poblacion_region;codigo_region;id;comuna;segunda_cuarentena;codigo_comuna_c;ingreso_per_capita;escolaridad;pobreza;alcantarillado;indice_desarrollo_humano;porcentaje_rural;porcentaje_sector_primario;poblacion;capital_regional;capital_provincial;aeropuerto;puerto;poblacion_edad_15_a_64;poblacion_edad_0_a_4;poblacion_edad_5_a_9;poblacion_edad_10_a_14;poblacion_edad_15_a_19;poblacion_edad_20_a_24;poblacion_edad_25_a_29;poblacion_edad_30_a_34;poblacion_edad_35_a_39;poblacion_edad_40_a_44;poblacion_edad_45_a_49;poblacion_edad_50_a_54;poblacion_edad_55_a_59;poblacion_edad_60_a_64;poblacion_edad_65_a_69;poblacion_edad_70_a_74;poblacion_edad_75_a_79;poblacion_edad_80_y_mas;idse;densidad_poblacional;hacinamiento;inmigrantes;ips;indice_ruralidad
15-05-2020;0;7;22-05-2020;68;13;16;289;151;NA;0;Tarapaca;382773;1;1;Alto Hospicio;0;1107;166.3;10.1;20.9;98.4;0.555;0.022985006;0.040879719;129999;0;0;0;0;72866;8341;10637;9549;9603;9907;10004;8604;7795;6976;6453;6019;4493;3220;2003;1274;653;598;577;227.59;3.27;12129;NA;35.67
22-05-2020;7;14;29-05-2020;88;14;17;378;250;NA;0;Tarapaca;382773;1;1;Alto Hospicio;0;1107;166.3;10.1;20.9;98.4;0.555;0.022985006;0.040879719;129999;0;0;0;0;72866;8341;10637;9549;9603;9907;10004;8604;7795;6976;6453;6019;4493;3220;2003;1274;653;598;577;227.59;3.27;12129;NA;35.67
29-05-2020;14;21;05-06-2020;105;17;27;393;275;NA;0;Tarapaca;382773;1;1;Alto Hospicio;0;1107;166.3;10.1;20.9;98.4;0.555;0.022985006;0.040879719;129999;0;0;0;0;72866;8341;10637;9549;9603;9907;10004;8604;7795;6976;6453;6019;4493;3220;2003;1274;653;598;577;227.59;3.27;12129;NA;35.67
05-06-2020;21;28;12-06-2020;108;19;42;398;283;NA;0;Tarapaca;382773;1;1;Alto Hospicio;0;1107;166.3;10.1;20.9;98.4;0.555;0.022985006;0.040879719;129999;0;0;0;0;72866;8341;10637;9549;9603;9907;10004;8604;7795;6976;6453;6019;4493;3220;2003;1274;653;598;577;227.59;3.27;12129;NA;35.67
12-06-2020;28;35;19-06-2020;103;20;41;385;241;13;0;Tarapaca;382773;1;1;Alto Hospicio;0;1107;166.3;10.1;20.9;98.4;0.555;0.022985006;0.040879719;129999;0;0;0;0;72866;8341;10637;9549;9603;9907;10004;8604;7795;6976;6453;6019;4493;3220;2003;1274;653;598;577;227.59;3.27;12129;NA;35.67
19-06-2020;35;42;26-06-2020;82;16;37;378;241;20;0;Tarapaca;382773;1;1;Alto Hospicio;0;1107;166.3;10.1;20.9;98.4;0.555;0.022985006;0.040879719;129999;0;0;0;0;72866;8341;10637;9549;9603;9907;10004;8604;7795;6976;6453;6019;4493;3220;2003;1274;653;598;577;227.59;3.27;12129;NA;35.67
26-06-2020;42;49;03-07-2020;70;16;31;434;219;25;0;Tarapaca;382773;1;1;Alto Hospicio;0;1107;166.3;10.1;20.9;98.4;0.555;0.022985006;0.040879719;129999;0;0;0;0;72866;8341;10637;9549;9603;9907;10004;8604;7795;6976;6453;6019;4493;3220;2003;1274;653;598;577;227.59;3.27;12129;NA;35.67
03-07-2020;49;56;10-07-2020;62;26;26;549;205;30;0;Tarapaca;382773;1;1;Alto Hospicio;0;1107;166.3;10.1;20.9;98.4;0.555;0.022985006;0.040879719;129999;0;0;0;0;72866;8341;10637;9549;9603;9907;10004;8604;7795;6976;6453;6019;4493;3220;2003;1274;653;598;577;227.59;3.27;12129;NA;35.67
10-07-2020;56;63;17-07-2020;45;12;27;419;151;34;0;Tarapaca;382773;1;1;Alto Hospicio;0;1107;166.3;10.1;20.9;98.4;0.555;0.022985006;0.040879719;129999;0;0;0;0;72866;8341;10637;9549;9603;9907;10004;8604;7795;6976;6453;6019;4493;3220;2003;1274;653;598;577;227.59;3.27;12129;NA;35.67
17-07-2020;63;70;24-07-2020;59;14;31;502;132;35;0;Tarapaca;382773;1;1;Alto Hospicio;0;1107;166.3;10.1;20.9;98.4;0.555;0.022985006;0.040879719;129999;0;0;0;0;72866;8341;10637;9549;9603;9907;10004;8604;7795;6976;6453;6019;4493;3220;2003;1274;653;598;577;227.59;3.27;12129;NA;35.67
24-07-2020;70;77;31-07-2020;71;28;27;666;129;42;0;Tarapaca;382773;1;1;Alto Hospicio;0;1107;166.3;10.1;20.9;98.4;0.555;0.022985006;0.040879719;129999;0;0;0;0;72866;8341;10637;9549;9603;9907;10004;8604;7795;6976;6453;6019;4493;3220;2003;1274;653;598;577;227.59;3.27;12129;NA;35.67
31-07-2020;77;84;07-08-2020;35;15;23;664;185;46;0;Tarapaca;382773;1;1;Alto Hospicio;0;1107;166.3;10.1;20.9;98.4;0.555;0.022985006;0.040879719;129999;0;0;0;0;72866;8341;10637;9549;9603;9907;10004;8604;7795;6976;6453;6019;4493;3220;2003;1274;653;598;577;227.59;3.27;12129;NA;35.67
07-08-2020;84;91;14-08-2020;52;18;24;579;199;49;0;Tarapaca;382773;1;1;Alto Hospicio;0;1107;166.3;10.1;20.9;98.4;0.555;0.022985006;0.040879719;129999;0;0;0;0;72866;8341;10637;9549;9603;9907;10004;8604;7795;6976;6453;6019;4493;3220;2003;1274;653;598;577;227.59;3.27;12129;NA;35.67
14-08-2020;91;98;21-08-2020;39;21;23;567;212;51;0;Tarapaca;382773;1;1;Alto Hospicio;0;1107;166.3;10.1;20.9;98.4;0.555;0.022985006;0.040879719;129999;0;0;0;0;72866;8341;10637;9549;9603;9907;10004;8604;7795;6976;6453;6019;4493;3220;2003;1274;653;598;577;227.59;3.27;12129;NA;35.67
21-08-2020;98;105;28-08-2020;31;19;20;639;234;53;0;Tarapaca;382773;1;1;Alto Hospicio;0;1107;166.3;10.1;20.9;98.4;0.555;0.022985006;0.040879719;129999;0;0;0;0;72866;8341;10637;9549;9603;9907;10004;8604;7795;6976;6453;6019;4493;3220;2003;1274;653;598;577;227.59;3.27;12129;NA;35.67
28-08-2020;105;112;04-09-2020;26;13;17;627;198;54;0;Tarapaca;382773;1;1;Alto Hospicio;0;1107;166.3;10.1;20.9;98.4;0.555;0.022985006;0.040879719;129999;0;0;0;0;72866;8341;10637;9549;9603;9907;10004;8604;7795;6976;6453;6019;4493;3220;2003;1274;653;598;577;227.59;3.27;12129;NA;35.67
04-09-2020;112;119;11-09-2020;20;15;16;747;182;55;0;Tarapaca;382773;1;1;Alto Hospicio;0;1107;166.3;10.1;20.9;98.4;0.555;0.022985006;0.040879719;129999;0;0;0;0;72866;8341;10637;9549;9603;9907;10004;8604;7795;6976;6453;6019;4493;3220;2003;1274;653;598;577;227.59;3.27;12129;NA;35.67
11-09-2020;119;126;18-09-2020;23;15;15;720;179;55;0;Tarapaca;382773;1;1;Alto Hospicio;0;1107;166.3;10.1;20.9;98.4;0.555;0.022985006;0.040879719;129999;0;0;0;0;72866;8341;10637;9549;9603;9907;10004;8604;7795;6976;6453;6019;4493;3220;2003;1274;653;598;577;227.59;3.27;12129;NA;35.67
18-09-2020;126;133;25-09-2020;14;8;11;543;129;56;0;Tarapaca;382773;1;1;Alto Hospicio;0;1107;166.3;10.1;20.9;98.4;0.555;0.022985006;0.040879719;129999;0;0;0;0;72866;8341;10637;9549;9603;9907;10004;8604;7795;6976;6453;6019;4493;3220;2003;1274;653;598;577;227.59;3.27;12129;NA;35.67
25-09-2020;133;140;02-10-2020;21;12;8;929;92;57;0;Tarapaca;382773;1;1;Alto Hospicio;0;1107;166.3;10.1;20.9;98.4;0.555;0.022985006;0.040879719;129999;0;0;0;0;72866;8341;10637;9549;9603;9907;10004;8604;7795;6976;6453;6019;4493;3220;2003;1274;653;598;577;227.59;3.27;12129;NA;35.67
02-10-2020;140;141;03-10-2020;17;9;8;803;96;57;1;Tarapaca;382773;1;1;Alto Hospicio;0;1107;166.3;10.1;20.9;98.4;0.555;0.022985006;0.040879719;129999;0;0;0;0;72866;8341;10637;9549;9603;9907;10004;8604;7795;6976;6453;6019;4493;3220;2003;1274;653;598;577;227.59;3.27;12129;NA;35.67
21-11-2020;0;7;28-11-2020;95;72;37;3679;90;5;0;Los Lagos;891440;10;2;Ancud;0;10202;194.9;9.4;10.8;75.4;0.546;0.275089123;0.156145399;42458;0;0;0;0;25933;1824;2670;2783;2719;2216;2770;2570;2572;2764;2828;2994;2512;2059;1602;1375;1023;1047;593;24.21;2.3;207;NA;49.79
28-11-2020;7;14;05-12-2020;81;56;33;3428;76;6;0;Los Lagos;891440;10;2;Ancud;0;10202;194.9;9.4;10.8;75.4;0.546;0.275089123;0.156145399;42458;0;0;0;0;25933;1824;2670;2783;2719;2216;2770;2570;2572;2764;2828;2994;2512;2059;1602;1375;1023;1047;593;24.21;2.3;207;NA;49.79
05-12-2020;14;21;12-12-2020;84;55;30;3043;65;8;0;Los Lagos;891440;10;2;Ancud;0;10202;194.9;9.4;10.8;75.4;0.546;0.275089123;0.156145399;42458;0;0;0;0;25933;1824;2670;2783;2719;2216;2770;2570;2572;2764;2828;2994;2512;2059;1602;1375;1023;1047;593;24.21;2.3;207;NA;49.79
12-12-2020;21;28;19-12-2020;94;57;31;3331;62;8;0;Los Lagos;891440;10;2;Ancud;0;10202;194.9;9.4;10.8;75.4;0.546;0.275089123;0.156145399;42458;0;0;0;0;25933;1824;2670;2783;2719;2216;2770;2570;2572;2764;2828;2994;2512;2059;1602;1375;1023;1047;593;24.21;2.3;207;NA;49.79
19-12-2020;28;30;21-12-2020;94;84;30;4239;61;9;1;Los Lagos;891440;10;2;Ancud;0;10202;194.9;9.4;10.8;75.4;0.546;0.275089123;0.156145399;42458;0;0;0;0;25933;1824;2670;2783;2719;2216;2770;2570;2572;2764;2828;2994;2512;2059;1602;1375;1023;1047;593;24.21;2.3;207;NA;49.79
30-04-2020;0;7;07-05-2020;10;3;27;311;35;NA;0;La Araucania;1014343;9;3;Angol;0;9201;159.2;9.5;26.7;90.6;0.472;0.081690511;0.131285295;56058;0;1;0;0;34843;3001;3898;3719;3626;3392;4084;3733;3504;3541;3548;3614;3287;2741;2089;1697;1326;1498;539;46.82;2.74;141;NA;42.14
07-05-2020;7;14;14-05-2020;11;8;21;350;16;NA;0;La Araucania;1014343;9;3;Angol;0;9201;159.2;9.5;26.7;90.6;0.472;0.081690511;0.131285295;56058;0;1;0;0;34843;3001;3898;3719;3626;3392;4084;3733;3504;3541;3548;3614;3287;2741;2089;1697;1326;1498;539;46.82;2.74;141;NA;42.14
14-05-2020;14;15;15-05-2020;27;8;17;466;12;NA;1;La Araucania;1014343;9;3;Angol;0;9201;159.2;9.5;26.7;90.6;0.472;0.081690511;0.131285295;56058;0;1;0;0;34843;3001;3898;3719;3626;3392;4084;3733;3504;3541;3548;3614;3287;2741;2089;1697;1326;1498;539;46.82;2.74;141;NA;42.14
10-12-2020;0;7;17-12-2020;117;41;41;1412;119;26;0;La Araucania;1014343;9;4;Angol_2;1;9201;159.2;9.5;26.7;90.6;0.472;0.081690511;0.131285295;56058;0;1;0;0;34843;3001;3898;3719;3626;3392;4084;3733;3504;3541;3548;3614;3287;2741;2089;1697;1326;1498;539;46.82;2.74;141;NA;42.14
17-12-2020;7;14;24-12-2020;128;57;37;1504;118;28;0;La Araucania;1014343;9;4;Angol_2;1;9201;159.2;9.5;26.7;90.6;0.472;0.081690511;0.131285295;56058;0;1;0;0;34843;3001;3898;3719;3626;3392;4084;3733;3504;3541;3548;3614;3287;2741;2089;1697;1326;1498;539;46.82;2.74;141;NA;42.14
24-12-2020;14;15;25-12-2020;118;64;37;1511;78;31;0;La Araucania;1014343;9;4;Angol_2;1;9201;159.2;9.5;26.7;90.6;0.472;0.081690511;0.131285295;56058;0;1;0;0;34843;3001;3898;3719;3626;3392;4084;3733;3504;3541;3548;3614;3287;2741;2089;1697;1326;1498;539;46.82;2.74;141;NA;42.14
05-05-2020;0;7;12-05-2020;29;7;29;262;230;NA;0;Antofagasta;691854;2;5;Antofagasta;0;2101;256.5;11;7.1;99;0.627;0.021468858;0.097157491;425725;1;0;1;1;255964;20067;26604;24419;27230;33083;34132;29632;27643;26827;23376;21378;18923;14854;10224;7291;4968;5301;714;13.87;3.22;36000;NA;38.59
12-05-2020;7;14;19-05-2020;67;15;42;247;306;NA;0;Antofagasta;691854;2;5;Antofagasta;0;2101;256.5;11;7.1;99;0.627;0.021468858;0.097157491;425725;1;0;1;1;255964;20067;26604;24419;27230;33083;34132;29632;27643;26827;23376;21378;18923;14854;10224;7291;4968;5301;714;13.87;3.22;36000;NA;38.59
19-05-2020;14;21;26-05-2020;48;13;47;321;288;NA;0;Antofagasta;691854;2;5;Antofagasta;0;2101;256.5;11;7.1;99;0.627;0.021468858;0.097157491;425725;1;0;1;1;255964;20067;26604;24419;27230;33083;34132;29632;27643;26827;23376;21378;18923;14854;10224;7291;4968;5301;714;13.87;3.22;36000;NA;38.59
26-05-2020;21;24;29-05-2020;66;10;50;233;239;NA;1;Antofagasta;691854;2;5;Antofagasta;0;2101;256.5;11;7.1;99;0.627;0.021468858;0.097157491;425725;1;0;1;1;255964;20067;26604;24419;27230;33083;34132;29632;27643;26827;23376;21378;18923;14854;10224;7291;4968;5301;714;13.87;3.22;36000;NA;38.59
23-06-2020;0;7;30-06-2020;231;30;83;647;713;41;0;Antofagasta;691854;2;6;Antofagasta_2;1;2101;256.5;11;7.1;99;0.627;0.021468858;0.097157491;425725;1;0;1;1;255964;20067;26604;24419;27230;33083;34132;29632;27643;26827;23376;21378;18923;14854;10224;7291;4968;5301;714;13.87;3.22;36000;NA;38.59
30-06-2020;7;14;07-07-2020;206;32;91;704;832;57;0;Antofagasta;691854;2;6;Antofagasta_2;1;2101;256.5;11;7.1;99;0.627;0.021468858;0.097157491;425725;1;0;1;1;255964;20067;26604;24419;27230;33083;34132;29632;27643;26827;23376;21378;18923;14854;10224;7291;4968;5301;714;13.87;3.22;36000;NA;38.59
07-07-2020;14;21;14-07-2020;194;37;81;745;1029;80;0;Antofagasta;691854;2;6;Antofagasta_2;1;2101;256.5;11;7.1;99;0.627;0.021468858;0.097157491;425725;1;0;1;1;255964;20067;26604;24419;27230;33083;34132;29632;27643;26827;23376;21378;18923;14854;10224;7291;4968;5301;714;13.87;3.22;36000;NA;38.59
14-07-2020;21;28;21-07-2020;145;28;82;657;896;98;0;Antofagasta;691854;2;6;Antofagasta_2;1;2101;256.5;11;7.1;99;0.627;0.021468858;0.097157491;425725;1;0;1;1;255964;20067;26604;24419;27230;33083;34132;29632;27643;26827;23376;21378;18923;14854;10224;7291;4968;5301;714;13.87;3.22;36000;NA;38.59
21-07-2020;28;35;28-07-2020;108;30;82;634;716;116;0;Antofagasta;691854;2;6;Antofagasta_2;1;2101;256.5;11;7.1;99;0.627;0.021468858;0.097157491;425725;1;0;1;1;255964;20067;26604;24419;27230;33083;34132;29632;27643;26827;23376;21378;18923;14854;10224;7291;4968;5301;714;13.87;3.22;36000;NA;38.59
28-07-2020;35;42;04-08-2020;91;34;79;912;672;132;0;Antofagasta;691854;2;6;Antofagasta_2;1;2101;256.5;11;7.1;99;0.627;0.021468858;0.097157491;425725;1;0;1;1;255964;20067;26604;24419;27230;33083;34132;29632;27643;26827;23376;21378;18923;14854;10224;7291;4968;5301;714;13.87;3.22;36000;NA;38.59
04-08-2020;42;49;11-08-2020;95;36;74;1278;819;144;0;Antofagasta;691854;2;6;Antofagasta_2;1;2101;256.5;11;7.1;99;0.627;0.021468858;0.097157491;425725;1;0;1;1;255964;20067;26604;24419;27230;33083;34132;29632;27643;26827;23376;21378;18923;14854;10224;7291;4968;5301;714;13.87;3.22;36000;NA;38.59
11-08-2020;49;56;18-08-2020;72;28;70;1164;786;159;0;Antofagasta;691854;2;6;Antofagasta_2;1;2101;256.5;11;7.1;99;0.627;0.021468858;0.097157491;425725;1;0;1;1;255964;20067;26604;24419;27230;33083;34132;29632;27643;26827;23376;21378;18923;14854;10224;7291;4968;5301;714;13.87;3.22;36000;NA;38.59
18-08-2020;56;63;25-08-2020;56;28;71;1231;651;170;0;Antofagasta;691854;2;6;Antofagasta_2;1;2101;256.5;11;7.1;99;0.627;0.021468858;0.097157491;425725;1;0;1;1;255964;20067;26604;24419;27230;33083;34132;29632;27643;26827;23376;21378;18923;14854;10224;7291;4968;5301;714;13.87;3.22;36000;NA;38.59
25-08-2020;63;70;01-09-2020;47;30;63;1473;561;187;0;Antofagasta;691854;2;6;Antofagasta_2;1;2101;256.5;11;7.1;99;0.627;0.021468858;0.097157491;425725;1;0;1;1;255964;20067;26604;24419;27230;33083;34132;29632;27643;26827;23376;21378;18923;14854;10224;7291;4968;5301;714;13.87;3.22;36000;NA;38.59
01-09-2020;70;77;08-09-2020;43;31;53;1577;511;195;0;Antofagasta;691854;2;6;Antofagasta_2;1;2101;256.5;11;7.1;99;0.627;0.021468858;0.097157491;425725;1;0;1;1;255964;20067;26604;24419;27230;33083;34132;29632;27643;26827;23376;21378;18923;14854;10224;7291;4968;5301;714;13.87;3.22;36000;NA;38.59
08-09-2020;77;84;15-09-2020;36;24;47;1790;477;203;0;Antofagasta;691854;2;6;Antofagasta_2;1;2101;256.5;11;7.1;99;0.627;0.021468858;0.097157491;425725;1;0;1;1;255964;20067;26604;24419;27230;33083;34132;29632;27643;26827;23376;21378;18923;14854;10224;7291;4968;5301;714;13.87;3.22;36000;NA;38.59
15-09-2020;84;91;22-09-2020;25;14;41;1777;356;211;0;Antofagasta;691854;2;6;Antofagasta_2;1;2101;256.5;11;7.1;99;0.627;0.021468858;0.097157491;425725;1;0;1;1;255964;20067;26604;24419;27230;33083;34132;29632;27643;26827;23376;21378;18923;14854;10224;7291;4968;5301;714;13.87;3.22;36000;NA;38.59
22-09-2020;91;97;28-09-2020;36;22;40;1697;331;213;1;Antofagasta;691854;2;6;Antofagasta_2;1;2101;256.5;11;7.1;99;0.627;0.021468858;0.097157491;425725;1;0;1;1;255964;20067;26604;24419;27230;33083;34132;29632;27643;26827;23376;21378;18923;14854;10224;7291;4968;5301;714;13.87;3.22;36000;NA;38.59
10-12-2020;0;7;17-12-2020;278;65;104;4500;123;19;0;Biobio;1663696;8;7;Arauco;0;8202;133.7;9.4;20.3;85.4;0.51;0.246490333;0.137979884;38679;0;0;0;0;24171;1962;2684;2628;2634;2367;2839;2525;2468;2517;2626;2578;2163;1784;1323;1007;742;810;520;40.31;2.74;25;NA;47.96
17-12-2020;7;14;24-12-2020;296;81;105;5230;114;21;0;Biobio;1663696;8;7;Arauco;0;8202;133.7;9.4;20.3;85.4;0.51;0.246490333;0.137979884;38679;0;0;0;0;24171;1962;2684;2628;2634;2367;2839;2525;2468;2517;2626;2578;2163;1784;1323;1007;742;810;520;40.31;2.74;25;NA;47.96
24-12-2020;14;15;25-12-2020;342;87;116;6711;103;21;0;Biobio;1663696;8;7;Arauco;0;8202;133.7;9.4;20.3;85.4;0.51;0.246490333;0.137979884;38679;0;0;0;0;24171;1962;2684;2628;2634;2367;2839;2525;2468;2517;2626;2578;2163;1784;1323;1007;742;810;520;40.31;2.74;25;NA;47.96
16-04-2020;0;7;23-04-2020;8;NA;5;97;69;NA;0;Arica y Parinacota;252110;15;8;Arica;0;15101;228.7;10.9;15.7;91.2;0.601;0.073566614;0.085009084;247552;1;0;1;1;148234;12572;17044;15726;17176;18043;18174;16498;15050;14750;13820;13323;11657;10173;8080;6535;4260;4470;643;51.58;3.05;15967;NA;39.69
23-04-2020;7;14;30-04-2020;13;0;8;101;90;NA;0;Arica y Parinacota;252110;15;8;Arica;0;15101;228.7;10.9;15.7;91.2;0.601;0.073566614;0.085009084;247552;1;0;1;1;148234;12572;17044;15726;17176;18043;18174;16498;15050;14750;13820;13323;11657;10173;8080;6535;4260;4470;643;51.58;3.05;15967;NA;39.69
30-04-2020;14;21;07-05-2020;4;2;7;84;96;NA;0;Arica y Parinacota;252110;15;8;Arica;0;15101;228.7;10.9;15.7;91.2;0.601;0.073566614;0.085009084;247552;1;0;1;1;148234;12572;17044;15726;17176;18043;18174;16498;15050;14750;13820;13323;11657;10173;8080;6535;4260;4470;643;51.58;3.05;15967;NA;39.69
07-05-2020;21;28;14-05-2020;5;1;7;94;64;NA;0;Arica y Parinacota;252110;15;8;Arica;0;15101;228.7;10.9;15.7;91.2;0.601;0.073566614;0.085009084;247552;1;0;1;1;148234;12572;17044;15726;17176;18043;18174;16498;15050;14750;13820;13323;11657;10173;8080;6535;4260;4470;643;51.58;3.05;15967;NA;39.69
14-05-2020;28;29;15-05-2020;5;0;7;124;49;NA;1;Arica y Parinacota;252110;15;8;Arica;0;15101;228.7;10.9;15.7;91.2;0.601;0.073566614;0.085009084;247552;1;0;1;1;148234;12572;17044;15726;17176;18043;18174;16498;15050;14750;13820;13323;11657;10173;8080;6535;4260;4470;643;51.58;3.05;15967;NA;39.69
14-07-2020;0;7;21-07-2020;82;5;22;267;839;36;0;Arica y Parinacota;252110;15;9;Arica_2;1;15101;228.7;10.9;15.7;91.2;0.601;0.073566614;0.085009084;247552;1;0;1;1;148234;12572;17044;15726;17176;18043;18174;16498;15050;14750;13820;13323;11657;10173;8080;6535;4260;4470;643;51.58;3.05;15967;NA;39.69
21-07-2020;7;14;28-07-2020;90;15;22;332;983;48;0;Arica y Parinacota;252110;15;9;Arica_2;1;15101;228.7;10.9;15.7;91.2;0.601;0.073566614;0.085009084;247552;1;0;1;1;148234;12572;17044;15726;17176;18043;18174;16498;15050;14750;13820;13323;11657;10173;8080;6535;4260;4470;643;51.58;3.05;15967;NA;39.69
28-07-2020;14;21;04-08-2020;76;13;25;430;912;64;0;Arica y Parinacota;252110;15;9;Arica_2;1;15101;228.7;10.9;15.7;91.2;0.601;0.073566614;0.085009084;247552;1;0;1;1;148234;12572;17044;15726;17176;18043;18174;16498;15050;14750;13820;13323;11657;10173;8080;6535;4260;4470;643;51.58;3.05;15967;NA;39.69
04-08-2020;21;28;11-08-2020;71;20;25;596;744;77;0;Arica y Parinacota;252110;15;9;Arica_2;1;15101;228.7;10.9;15.7;91.2;0.601;0.073566614;0.085009084;247552;1;0;1;1;148234;12572;17044;15726;17176;18043;18174;16498;15050;14750;13820;13323;11657;10173;8080;6535;4260;4470;643;51.58;3.05;15967;NA;39.69
11-08-2020;28;35;18-08-2020;67;18;27;606;777;84;0;Arica y Parinacota;252110;15;9;Arica_2;1;15101;228.7;10.9;15.7;91.2;0.601;0.073566614;0.085009084;247552;1;0;1;1;148234;12572;17044;15726;17176;18043;18174;16498;15050;14750;13820;13323;11657;10173;8080;6535;4260;4470;643;51.58;3.05;15967;NA;39.69
18-08-2020;35;42;25-08-2020;45;17;21;535;647;99;0;Arica y Parinacota;252110;15;9;Arica_2;1;15101;228.7;10.9;15.7;91.2;0.601;0.073566614;0.085009084;247552;1;0;1;1;148234;12572;17044;15726;17176;18043;18174;16498;15050;14750;13820;13323;11657;10173;8080;6535;4260;4470;643;51.58;3.05;15967;NA;39.69
25-08-2020;42;49;01-09-2020;34;19;17;531;589;107;0;Arica y Parinacota;252110;15;9;Arica_2;1;15101;228.7;10.9;15.7;91.2;0.601;0.073566614;0.085009084;247552;1;0;1;1;148234;12572;17044;15726;17176;18043;18174;16498;15050;14750;13820;13323;11657;10173;8080;6535;4260;4470;643;51.58;3.05;15967;NA;39.69
01-09-2020;49;56;08-09-2020;30;21;14;630;547;118;0;Arica y Parinacota;252110;15;9;Arica_2;1;15101;228.7;10.9;15.7;91.2;0.601;0.073566614;0.085009084;247552;1;0;1;1;148234;12572;17044;15726;17176;18043;18174;16498;15050;14750;13820;13323;11657;10173;8080;6535;4260;4470;643;51.58;3.05;15967;NA;39.69
08-09-2020;56;63;15-09-2020;28;14;11;601;477;131;0;Arica y Parinacota;252110;15;9;Arica_2;1;15101;228.7;10.9;15.7;91.2;0.601;0.073566614;0.085009084;247552;1;0;1;1;148234;12572;17044;15726;17176;18043;18174;16498;15050;14750;13820;13323;11657;10173;8080;6535;4260;4470;643;51.58;3.05;15967;NA;39.69
15-09-2020;63;70;22-09-2020;25;17;13;513;396;139;0;Arica y Parinacota;252110;15;9;Arica_2;1;15101;228.7;10.9;15.7;91.2;0.601;0.073566614;0.085009084;247552;1;0;1;1;148234;12572;17044;15726;17176;18043;18174;16498;15050;14750;13820;13323;11657;10173;8080;6535;4260;4470;643;51.58;3.05;15967;NA;39.69
22-09-2020;70;77;29-09-2020;30;25;18;652;381;147;0;Arica y Parinacota;252110;15;9;Arica_2;1;15101;228.7;10.9;15.7;91.2;0.601;0.073566614;0.085009084;247552;1;0;1;1;148234;12572;17044;15726;17176;18043;18174;16498;15050;14750;13820;13323;11657;10173;8080;6535;4260;4470;643;51.58;3.05;15967;NA;39.69
29-09-2020;77;84;06-10-2020;37;25;18;780;474;154;0;Arica y Parinacota;252110;15;9;Arica_2;1;15101;228.7;10.9;15.7;91.2;0.601;0.073566614;0.085009084;247552;1;0;1;1;148234;12572;17044;15726;17176;18043;18174;16498;15050;14750;13820;13323;11657;10173;8080;6535;4260;4470;643;51.58;3.05;15967;NA;39.69
06-10-2020;84;91;13-10-2020;29;22;17;745;557;159;0;Arica y Parinacota;252110;15;9;Arica_2;1;15101;228.7;10.9;15.7;91.2;0.601;0.073566614;0.085009084;247552;1;0;1;1;148234;12572;17044;15726;17176;18043;18174;16498;15050;14750;13820;13323;11657;10173;8080;6535;4260;4470;643;51.58;3.05;15967;NA;39.69
13-10-2020;91;98;20-10-2020;28;17;16;641;496;169;0;Arica y Parinacota;252110;15;9;Arica_2;1;15101;228.7;10.9;15.7;91.2;0.601;0.073566614;0.085009084;247552;1;0;1;1;148234;12572;17044;15726;17176;18043;18174;16498;15050;14750;13820;13323;11657;10173;8080;6535;4260;4470;643;51.58;3.05;15967;NA;39.69
20-10-2020;98;105;27-10-2020;24;18;15;735;318;178;0;Arica y Parinacota;252110;15;9;Arica_2;1;15101;228.7;10.9;15.7;91.2;0.601;0.073566614;0.085009084;247552;1;0;1;1;148234;12572;17044;15726;17176;18043;18174;16498;15050;14750;13820;13323;11657;10173;8080;6535;4260;4470;643;51.58;3.05;15967;NA;39.69
27-10-2020;105;112;03-11-2020;14;17;14;760;248;187;0;Arica y Parinacota;252110;15;9;Arica_2;1;15101;228.7;10.9;15.7;91.2;0.601;0.073566614;0.085009084;247552;1;0;1;1;148234;12572;17044;15726;17176;18043;18174;16498;15050;14750;13820;13323;11657;10173;8080;6535;4260;4470;643;51.58;3.05;15967;NA;39.69
03-11-2020;112;118;09-11-2020;19;14;12;720;252;197;1;Arica y Parinacota;252110;15;9;Arica_2;1;15101;228.7;10.9;15.7;91.2;0.601;0.073566614;0.085009084;247552;1;0;1;1;148234;12572;17044;15726;17176;18043;18174;16498;15050;14750;13820;13323;11657;10173;8080;6535;4260;4470;643;51.58;3.05;15967;NA;39.69
15-05-2020;0;7;22-05-2020;2229;260;638;9321;117;NA;0;Metropolitana;8125072;13;10;Buin;0;13402;195.1;10;12.1;94.5;0.581;0.141832447;0.12746545;109641;0;0;0;0;66360;5832;7451;6878;7064;7351;8365;7811;7358;6757;6413;6120;5356;3894;2895;2225;1460;1623;639;505.19;3.1;1478;75.77;43.26
22-05-2020;7;14;29-05-2020;3291;319;886;9412;156;NA;0;Metropolitana;8125072;13;10;Buin;0;13402;195.1;10;12.1;94.5;0.581;0.141832447;0.12746545;109641;0;0;0;0;66360;5832;7451;6878;7064;7351;8365;7811;7358;6757;6413;6120;5356;3894;2895;2225;1460;1623;639;505.19;3.1;1478;75.77;43.26
