data1;tiempo1;tiempo2;data2;casos_con_sintomas;casos_sin_sintomas;uci;pcr;casos_activos;fallecidos;fim_cuarentena;region;poblacion_region;codigo_region;segunda_cuarentena;id;comuna;codigo_comuna_c;ingreso_per_capita;escolaridad;pobreza;alcantarillado;indice_desarrollo_humano;porcentaje_rural;porcentaje_sector_primario;poblacion;capital_regional;capital_provincial;aeropuerto;puerto;poblacion_edad_15_a_64;poblacion_edad_0_a_4;poblacion_edad_5_a_9;poblacion_edad_10_a_14;poblacion_edad_15_a_19;poblacion_edad_20_a_24;poblacion_edad_25_a_29;poblacion_edad_30_a_34;poblacion_edad_35_a_39;poblacion_edad_40_a_44;poblacion_edad_45_a_49;poblacion_edad_50_a_54;poblacion_edad_55_a_59;poblacion_edad_60_a_64;poblacion_edad_65_a_69;poblacion_edad_70_a_74;poblacion_edad_75_a_79;poblacion_edad_80_y_mas;idse;densidad_poblacional;hacinamiento;inmigrantes;ips;indice_ruralidad
06-11-2020;49;55;12-11-2020;181;43;89;4173;21;7;1;Biobio;1663696;8;0;71;Lebu;8201;105.1;8.5;35.9;90.9;0.357;0.080126949;0.231925911;27100;0;1;0;0;16874;1507;1885;1911;1884;1564;1917;1812;1706;1803;1801;1712;1472;1339;921;711;508;573;407;48.02;2.75;20;NA;46.81
09-10-2020;21;25;13-10-2020;78;41;36;1798;2;5;1;Maule;1131939;7;0;72;Licanten;7303;146.6;8.6;19.4;77.8;0.405;0.253720126;0.159235669;6989;0;0;0;0;4395;284;452;415;397;336;474;425;420;458;474;586;462;409;331;241;182;210;500;25.6;1.68;12;NA;49.22
25-09-2020;28;31;28-09-2020;96;58;47;2114;51;31;1;Maule;1131939;7;0;73;Linares;7401;145.5;9.2;23.8;85.9;0.476;0.170188671;0.116323514;101073;0;1;0;0;62043;5082;6831;6341;6621;5948;6879;6364;6352;6204;6199;6883;5969;4924;3890;2960;2162;2360;514;68.92;2.62;473;NA;44.36
09-04-2020;14;18;13-04-2020;251;NA;179;3277;23;NA;1;Metropolitana;8125072;13;0;74;Lo Barnechea;13115;587.9;11.6;7.7;99.7;0.793;0.025502443;0.0461605;124076;0;0;0;0;73112;5364;8719;8888;9412;9448;7126;5299;6851;7928;8214;7894;6455;4578;2932;2109;1217;1589;809;121.21;3.39;10667;32;36.16
24-07-2020;70;74;28-07-2020;605;182;1068;8832;73;65;1;Metropolitana;8125072;13;1;75;Lo Barnechea_2;13115;587.9;11.6;7.7;99.7;0.793;0.025502443;0.0461605;124076;0;0;0;0;73112;5364;8719;8888;9412;9448;7126;5299;6851;7928;8214;7894;6455;4578;2932;2109;1217;1589;809;121.21;3.39;10667;32;36.16
25-09-2020;140;143;28-09-2020;301;122;418;12989;60;215;1;Metropolitana;8125072;13;0;76;Lo Espejo;13116;151.3;9.9;19.5;97.6;0.494;0;0.006636617;103865;0;0;0;0;67754;5158;6841;6073;7010;8635;8842;6605;5734;5504;5964;7144;7201;5140;3529;2681;2046;2971;602;12589.7;3.69;3564;81.78;14.31
25-09-2020;140;143;28-09-2020;292;106;418;11247;43;162;1;Metropolitana;8125072;13;0;77;Lo Prado;13117;170.1;10.3;12.4;92.9;0.572;0;0.004598662;104403;0;0;0;0;64747;4635;6009;5675;6446;8090;8189;6469;5817;6621;6672;6569;5456;4418;4194;3961;2849;2614;648;15963.76;3.26;6544;75.54;9.03
24-10-2020;21;23;26-10-2020;120;61;34;1709;2;3;1;La Araucania;1014343;9;0;78;Loncoche;9109;160.5;8.6;26;75.7;0.432;0.297306454;0.143657606;24739;0;0;0;0;14470;1238;1790;1664;1673;1407;1499;1439;1440;1577;1523;1732;1514;1278;1127;848;659;775;461;25.47;2.35;21;NA;49.94
16-10-2020;35;38;19-10-2020;74;47;31;1888;25;7;1;Maule;1131939;7;0;79;Longavi;7403;136;7.8;11.2;68.1;0.466;0.697157267;0.414946921;32810;0;0;0;0;20395;1602;1980;2058;1912;1952;2225;1947;1988;2105;2203;2418;2101;1661;1367;1117;689;709;471;22.58;2.57;65;NA;76
29-05-2020;7;14;05-06-2020;25;8;18;511;14;NA;1;La Araucania;1014343;9;0;80;Lonquimay;9205;110.8;7.5;30.7;50.9;0.348;0.630572627;0.162947029;11049;0;0;0;0;6667;594;786;710;822;677;685;639;691;733;677;679;605;527;394;339;231;267;359;2.81;2.14;31;NA;61.99
09-10-2020;14;18;13-10-2020;107;52;24;1552;11;3;1;La Araucania;1014343;9;1;81;Lonquimay_2;9205;110.8;7.5;30.7;50.9;0.348;0.630572627;0.162947029;11049;0;0;0;0;6667;594;786;710;822;677;685;639;691;733;677;679;605;527;394;339;231;267;359;2.81;2.14;31;NA;61.99
30-10-2020;42;48;05-11-2020;150;40;82;3613;20;7;1;Biobio;1663696;8;0;82;Los Alamos;8206;105;8.3;36.9;74.7;0.301;0.109769432;0.106084448;22524;0;0;0;0;13668;1255;1784;1721;1515;1316;1502;1379;1451;1465;1465;1377;1209;1022;758;550;376;478;374;37.52;2.72;4;NA;41.91
21-08-2020;63;66;24-08-2020;134;39;95;2875;20;48;1;Valparaiso;1960170;5;0;83;Los Andes;5301;287.9;11.1;7.9;96.6;0.677;0.085312106;0.124104855;68093;0;1;0;0;45068;3577;4496;4343;4884;4720;5210;4748;4856;4669;4437;4450;4003;3437;2689;2155;1337;1638;739;55.19;2.82;1330;NA;41.91
19-12-2020;7;13;25-12-2020;298;76;110;5439;424;43;0;Biobio;1663696;8;0;84;Los Angeles;8301;177.1;9.8;19;86.7;0.535;0.25326816;0.076329708;218515;0;1;0;0;135083;11412;15128;14895;14899;14372;15679;13929;13717;14292;14594;13664;11530;9173;7139;5825;3994;4463;580;124.94;2.7;952;NA;45.16
12-12-2020;28;30;14-12-2020;50;46;14;1076;11;5;1;Los Rios;405835;14;0;85;Los Lagos;14104;149.8;8.4;15.7;84.5;0.486;0.500967709;0.170270974;20518;0;0;0;0;12679;936;1492;1401;1363;1294;1440;1293;1181;1288;1347;1431;1267;1068;791;682;504;483;549;11.47;2.48;15;NA;58
05-12-2020;56;58;07-12-2020;86;61;31;3821;17;1;1;Los Lagos;891440;10;0;86;Los Muermos;10106;200.4;8.2;13.2;70;0.459;0.525076166;0.293138726;17817;0;0;0;0;10900;871;1163;1154;1124;1046;1163;999;992;1208;1283;1342;1081;912;814;632;492;518;525;14.49;2.35;13;NA;64.56
17-12-2020;7;13;23-12-2020;128;57;37;1504;7;2;1;La Araucania;1014343;9;0;87;Los Sauces;9206;116.3;7.4;34;68.1;0.322;0.391878871;0.322428208;7517;0;0;0;0;4530;358;473;515;525;441;476;446;446;455;492;540;476;433;314;292;228;245;363;8.86;2.38;0;NA;61.51
27-11-2020;77;80;30-11-2020;223;54;97;4470;68;32;1;Biobio;1663696;8;0;88;Lota;8106;115.7;9.3;29.8;91.3;0.4;0.002480763;0.037011737;45750;0;0;0;0;29134;2283;2922;2966;3082;3374;3263;2446;2271;2723;3211;3411;2971;2486;1873;1502;1030;1003;480;398.9;2.81;66;NA;34.54
07-08-2020;49;52;10-08-2020;94;40;45;1332;47;12;1;OHiggins;991063;6;0;89;Machali;6108;224.9;10.1;17.6;93.7;0.577;0.019064851;0.142993617;59913;0;0;0;0;35231;3416;4493;4143;3696;2741;3656;4097;4654;4522;3619;3253;2788;2227;1637;1180;670;730;608;23.1;2.67;972;NA;40.64
28-08-2020;112;115;31-08-2020;320;205;524;12168;78;170;1;Metropolitana;8125072;13;0;90;Macul;13118;204.1;11;11.9;97.8;0.652;0;0.00687338;134635;0;0;0;0;79768;5384;6508;6250;7127;9028;10461;9357;8384;7688;7299;7490;7119;5956;4972;4344;3250;4061;683;10510.15;2.7;6126;55.02;17.52
28-08-2020;105;108;31-08-2020;320;205;524;12168;325;422;1;Metropolitana;8125072;13;0;91;Maipu;13119;260.9;11.6;8.2;96.7;0.739;0.006581331;0.009885461;578605;0;0;0;0;370501;25480;34408;34232;40003;45052;44318;36293;33083;33942;35536;40390;36728;26429;18332;12961;8067;8526;741;4229.57;3.23;10173;58.39;27.52
09-10-2020;21;25;13-10-2020;95;75;25;3418;24;3;1;Los Lagos;891440;10;0;92;Maullin;10108;148.6;8;13.2;63;0.438;0.533905459;0.318067438;14894;0;0;0;0;9241;600;888;927;851;805;931;775;753;964;1138;1213;994;868;718;621;462;482;494;18.1;2.14;0;NA;66.02
26-05-2020;21;24;29-05-2020;66;10;50;233;17;NA;1;Antofagasta;691854;2;0;93;Mejillones;2102;228.8;10.1;5.8;99.1;0.571;0.038093117;0.053354891;14776;0;0;0;0;10002;728;898;835;793;1097;1432;1224;1119;1075;1021;1010;767;533;315;194;140;94;697;4.13;3.19;1824;NA;37.1
22-09-2020;91;97;28-09-2020;36;22;40;1697;21;6;1;Antofagasta;691854;2;1;94;Mejillones_2;2102;228.8;10.1;5.8;99.1;0.571;0.038093117;0.053354891;14776;0;0;0;0;10002;728;898;835;793;1097;1432;1224;1119;1075;1021;1010;767;533;315;194;140;94;697;4.13;3.19;1824;NA;37.1
07-08-2020;56;59;10-08-2020;411;225;841;9953;96;114;1;Metropolitana;8125072;13;0;95;Melipilla;13501;166.7;9.7;11.2;84.3;0.558;0.31468045;0.180209469;141612;0;1;0;0;83196;6831;9003;8366;9024;9498;9962;8926;8463;8217;7858;8178;7496;5835;4712;3660;2653;2845;589;104.69;2.85;2783;75.8;52.11
16-10-2020;35;38;19-10-2020;74;47;31;1888;38;26;1;Maule;1131939;7;0;96;Molina;7304;144.8;8.9;17.8;83.3;0.453;0.188315643;0.280959252;49800;0;0;0;0;30557;2522;3252;3008;3190;3203;3438;3079;3269;3179;2922;3350;2913;2468;1891;1468;1013;1030;535;32.83;2.65;144;NA;52.74
18-12-2020;98;105;25-12-2020;56;22;11;777;88;30;0;Magallanes;178362;12;0;97;Natales;12401;228.3;9.2;10.4;95.9;0.541;0.106951623;0.089080191;23782;0;1;0;0;14325;1036;1411;1363;1413;1292;1879;1716;1673;1595;1372;1333;1218;1151;915;706;518;530;657;0.49;2.29;554;NA;41.08
09-04-2020;0;7;16-04-2020;22;NA;52;169;10;NA;1;La Araucania;1014343;9;0;98;Nueva Imperial;9111;161.1;9.2;26.3;66.6;0.457;0.419224854;0.154811011;33777;0;0;0;0;20646;1666;2461;2429;2432;2391;2249;1965;1893;2100;2065;2164;1911;1679;1358;1172;873;1059;459;46.22;2.68;44;NA;54.5
30-04-2020;35;42;07-05-2020;872;84;291;5854;81;NA;1;Metropolitana;8125072;13;0;99;Nunoa;13120;569.3;13.7;4.1;100;0.841;0;0.012925928;250192;0;0;0;0;146549;9966;10015;8820;10546;13729;18656;21935;19464;15441;12350;12216;12129;10362;8269;6920;5283;8998;892;14813.03;2.26;15578;37.36;11.19
24-07-2020;70;74;28-07-2020;605;182;1068;8832;123;230;1;Metropolitana;8125072;13;1;100;Nunoa_2;13120;569.3;13.7;4.1;100;0.841;0;0.012925928;250192;0;0;0;0;146549;9966;10015;8820;10546;13729;18656;21935;19464;15441;12350;12216;12129;10362;8269;6920;5283;8998;892;14813.03;2.26;15578;37.36;11.19
27-04-2020;28;31;30-04-2020;3;1;18;275;24;NA;1;Los Lagos;891440;10;0;101;Osorno;10301;183.7;10;19.2;94.2;0.507;0.084441967;0.054386606;173410;0;1;0;0;109101;8088;11538;10929;11633;11712;12811;11644;11176;11774;10867;10921;9613;7639;5964;4766;3510;4119;605;181.66;2.69;758;NA;38.42
28-11-2020;56;58;30-11-2020;95;68;34;4143;203;74;1;Los Lagos;891440;10;1;102;Osorno_2;10301;183.7;10;19.2;94.2;0.507;0.084441967;0.054386606;173410;0;1;0;0;109101;8088;11538;10929;11633;11712;12811;11644;11176;11774;10867;10921;9613;7639;5964;4766;3510;4119;605;181.66;2.69;758;NA;38.42
02-10-2020;42;43;03-10-2020;35;15;36;1127;103;46;1;Coquimbo;836096;4;0;103;Ovalle;4301;134.1;9.4;23.7;87.2;0.514;0.213288159;0.211029764;121269;0;1;0;0;72374;6615;8584;7886;7913;7868;8685;7740;7174;7414;7025;7406;6497;5313;4034;3292;2470;3154;519;34.2;2.64;950;NA;50.29
18-08-2020;98;101;24-08-2020;335;195;599;10974;44;55;1;Metropolitana;8125072;13;0;104;Padre Hurtado;13604;155.1;9.8;13.4;94.9;0.57;0.118924901;0.030407045;74188;0;0;0;0;43416;4015;4729;4462;4624;4955;5491;5137;4579;4471;4052;4243;3319;2575;2020;1456;1011;986;609;919.99;3.04;1347;75.37;37.31
10-04-2020;14;20;16-04-2020;28;NA;51;186;17;NA;1;La Araucania;1014343;9;0;105;Padre Las Casas;9112;114;8.8;24;63.3;0.458;0.403055461;0.080161727;82110;0;0;0;0;51013;4554;6032;5716;6036;6312;5898;5350;4965;5263;5234;5008;3999;3266;2425;1915;1394;1425;432;177.03;2.91;217;NA;50.26
19-12-2020;49;51;21-12-2020;148;66;36;1701;90;21;1;La Araucania;1014343;9;1;106;Padre Las Casas_2;9112;114;8.8;24;63.3;0.458;0.403055461;0.080161727;82110;0;0;0;0;51013;4554;6032;5716;6036;6312;5898;5350;4965;5263;5234;5008;3999;3266;2425;1915;1394;1425;432;177.03;2.91;217;NA;50.26
19-12-2020;7;11;23-12-2020;55;35;11;985;15;6;1;Los Rios;405835;14;0;107;Paillaco;14107;139.1;8.6;19.3;78.4;0.442;0.383197939;0.200097967;20798;0;0;0;0;13050;1009;1437;1479;1529;1343;1378;1241;1255;1306;1369;1440;1309;1117;831;712;502;574;523;23.07;2.65;71;NA;55.46
02-10-2020;21;22;03-10-2020;268;109;404;13026;81;64;1;Metropolitana;8125072;13;0;108;Paine;13404;165.1;9.4;11.2;85;0.578;0.357426573;0.19505419;82766;0;0;0;0;49671;4009;5598;5226;5447;5770;5819;5099;5152;4998;4964;5024;4183;3295;2624;1832;1197;1251;590;122.16;2.97;1918;75.91;54.21
27-08-2020;126;130;31-08-2020;313;192;533;11764;56;221;1;Metropolitana;8125072;13;0;109;Pedro Aguirre Cerda;13121;171.7;10;10.5;99.7;0.568;0;0.005788337;107803;0;0;0;0;68628;4728;6289;5733;6541;8215;8620;6998;6020;5658;5824;7344;7494;6024;4340;3219;2445;3944;657;12348.57;3.38;5052;69.49;14.64
21-08-2020;70;73;24-08-2020;335;195;599;10974;88;118;1;Metropolitana;8125072;13;0;110;Penaflor;13605;214.5;10.5;9.6;94.1;0.611;0.079123291;0.031109333;101058;0;0;0;0;61263;5167;6789;6568;6791;7280;7062;5955;6076;6777;6421;6035;5064;3876;3074;2358;1635;1679;668;1455.75;3.16;1159;68.99;35.19
21-08-2020;105;108;24-08-2020;335;195;599;10974;176;321;1;Metropolitana;8125072;13;0;111;Penalolen;13122;237;10.3;11.1;96.7;0.619;0;0.008540999;266798;0;0;0;0;167190;12062;17205;16670;18815;21128;19084;14787;15636;17930;18156;17357;13820;10819;8527;6849;4624;4249;668;4950.79;3.43;9876;64.12;26.13
16-10-2020;56;59;19-10-2020;176;59;84;3669;38;21;1;Biobio;1663696;8;0;112;Penco;8107;123.8;9.8;24.8;94.7;0.491;0.009859185;0.025521678;49865;0;0;0;0;32112;2429;3333;3123;3467;3542;3763;3083;2873;3089;3243;3501;3158;2477;2016;1512;1036;963;552;460.09;2.99;67;NA;34.15
30-10-2020;42;48;05-11-2020;29;12;45;1149;17;12;1;OHiggins;991063;6;0;113;Pichidegua;6113;127.3;7.7;12.4;69.5;0.479;0.528101857;0.389840734;20743;0;0;0;0;13159;990;1306;1250;1239;1215;1313;1234;1249;1354;1550;1553;1339;1201;944;672;462;526;466;64.93;2.71;101;NA;69.12
13-11-2020;63;69;19-11-2020;37;21;15;654;12;2;1;Magallanes;178362;12;0;114;Porvenir;12301;398;9.9;6.4;94.8;0.511;0.108660491;0.099229512;7323;0;1;0;0;4518;340;428;411;571;468;683;581;475;461;450;436;424;338;239;164;126;117;726;0.98;2.13;121;NA;41.61
25-09-2020;105;108;28-09-2020;20;12;9;872;10;16;1;Tarapaca;382773;1;0;115;Pozo Almonte;1401;176;9.7;9.8;83.5;0.574;0.357456559;0.240728859;17395;0;1;0;0;9446;994;1285;1081;1391;1230;1368;1404;1246;1144;890;850;789;650;381;323;199;200;591;1.26;1.76;1680;NA;56.54
09-04-2020;14;18;13-04-2020;251;NA;179;3277;27;NA;1;Metropolitana;8125072;13;0;116;Providencia;13123;966.7;14.6;1.3;100;0.931;0;0.016850292;157749;0;0;0;0;101578;6424;5511;4539;6024;10076;14854;16783;14221;10848;8122;7226;7189;6729;5860;5107;3748;6892;968;10924.45;2;15628;26.63;17.35
07-08-2020;84;87;10-08-2020;411;225;841;9953;87;151;1;Metropolitana;8125072;13;1;117;Providencia_2;13123;966.7;14.6;1.3;100;0.931;0;0.016850292;157749;0;0;0;0;101578;6424;5511;4539;6024;10076;14854;16783;14221;10848;8122;7226;7189;6729;5860;5107;3748;6892;968;10924.45;2;15628;26.63;17.35
18-09-2020;126;129;21-09-2020;234;110;428;9123;138;259;1;Metropolitana;8125072;13;0;118;Pudahuel;13124;184.8;10.4;11.4;98;0.616;0.018042233;0.012064982;253139;0;0;1;0;162552;12568;16343;15653;16795;19964;20112;16369;15684;16117;15743;17192;14460;10314;7089;5199;3477;3304;667;1274.81;3.34;6127;65.05;32.54
24-09-2020;168;172;28-09-2020;301;112;416;12554;375;668;1;Metropolitana;8125072;13;0;119;Puente Alto;13201;175;10.9;13;98.2;0.636;2;0.008695912;645909;0;1;0;0;401186;32352;42137;40066;44054;49711;49027;40724;37695;37587;38265;42187;36781;25798;16726;11189;7021;7508;676;7307.49;3.31;7411;64.27;22.52
02-12-2020;126;131;07-12-2020;81;55;31;3545;350;50;1;Los Lagos;891440;10;0;120;Puerto Montt;10101;214.2;9.7;12.7;85.9;0.551;0.104753113;0.039794282;269398;1;0;1;1;169701;13632;18624;17871;18825;20501;21421;18940;18189;18066;17130;16231;12564;9584;7201;5347;3891;3971;619;161.28;2.63;1987;NA;38.44
06-05-2020;35;36;07-05-2020;12;14;19;124;NA;NA;1;Magallanes;178362;12;0;121;Punta Arenas;12101;284.6;10.6;6.5;98;0.619;0.043011733;0.045156229;141984;1;0;1;1;90566;6161;8601;8391;9721;9013;10366;10224;9704;9378;8334;8895;8578;6978;5142;4082;2866;3092;733;7.99;2.61;2180;NA;36.87
14-11-2020;28;30;16-11-2020;153;104;34;4383;11;10;1;Los Lagos;891440;10;0;122;Purranque;10303;151.2;8.4;20.8;86.2;0.425;0.292896068;0.240293678;21080;0;0;0;0;12987;1047;1385;1393;1426;1352;1452;1189;1118;1313;1418;1537;1358;1087;927;757;566;663;527;14.52;2.59;42;NA;54.35
19-12-2020;28;30;21-12-2020;94;84;30;4239;12;1;1;Los Lagos;891440;10;0;123;Quemchi;10209;161.8;7.8;5.7;46.5;0.48;0.699233716;0.272320096;8783;0;0;0;0;5439;331;567;618;475;458;556;519;579;661;645;613;520;438;375;318;251;307;485;20.04;2.16;9;NA;69.38
08-09-2020;126;132;14-09-2020;289;151;449;11416;131;173;1;Metropolitana;8125072;13;0;124;Quilicura;13125;191.5;11;11.5;99.7;0.633;0.002623449;0.01235892;254694;0;0;0;0;150827;11988;16472;16378;17494;18625;18506;15666;15272;16659;15960;14357;11003;7523;4696;3006;1777;1700;693;4443.37;3.37;15004;56.01;27.18
18-09-2020;84;87;21-09-2020;99;27;95;2680;60;56;1;Valparaiso;1960170;5;0;125;Quillota;5501;170.9;10.4;14.7;98.3;0.574;0.134626645;0.149331784;97572;0;1;0;0;59971;4588;6395;5879;6516;6767;6987;6531;5829;5691;5354;6162;5746;4812;3766;3029;2112;2683;640;323.9;2.73;1374;NA;44.33
24-09-2020;154;158;28-09-2020;301;112;416;12554;62;192;1;Metropolitana;8125072;13;0;126;Quinta Normal;13126;198.5;10.5;9.9;98.3;0.583;0;0.006673493;136368;0;0;0;0;76222;5236;6630;6045;7214;9280;10211;8676;7489;7612;6887;7404;6503;5196;4344;3499;2631;3399;677;11556.61;2.82;11626;70.23;15.9
07-08-2020;49;52;10-08-2020;94;40;45;1332;271;114;1;OHiggins;991063;6;0;127;Rancagua;6101;227.4;10.6;9;98.1;0.609;0.03139709;0.101680112;265211;1;0;0;0;162861;12991;17576;16837;16878;17474;20008;17717;16720;16411;15878;16139;14335;12158;9450;7042;4842;5155;696;1016.37;2.69;3971;NA;37.59
01-09-2020;119;125;07-09-2020;331;158;482;11627;141;320;1;Metropolitana;8125072;13;0;128;Recoleta;13127;167;10.2;11.6;97.9;0.547;0;0.006073028;190075;0;0;0;0;109346;7872;9744;8928;10352;13472;14322;12394;11393;10987;10112;10026;8944;7582;6289;5141;3722;4110;632;12176.49;3.15;23329;73.82;14.92
31-10-2020;14;16;02-11-2020;112;59;42;1722;0;5;1;La Araucania;1014343;9;0;129;Renaico;9209;117.1;8.6;30.2;87.2;0.33;0.185170732;0.27995997;10833;0;0;0;0;6787;560;754;710;691;703;791;701;623;679;711;719;638;551;417;340;239;230;442;40.8;2.61;31;NA;52.58
02-10-2020;147;148;03-10-2020;268;109;404;13026;203;271;1;Metropolitana;8125072;13;0;130;Renca;13128;152.2;10;19.6;96.3;0.516;0;0.007995759;160847;0;0;0;0;99893;8616;11203;10156;11128;12273;12104;10537;10448;10523;9416;9073;8004;6713;5264;4065;2547;2484;596;6792.53;3.41;4841;68.53;23.28
01-09-2020;49;50;02-09-2020;69;17;48;970;NA;NA;1;OHiggins;991063;6;0;131;Rengo;6115;170.8;9.6;10.3;88.8;0.567;0.218937527;0.212140005;63710;0;0;0;0;39396;3203;4341;4182;4098;4127;4796;4143;3944;3923;4019;4080;3572;2869;2277;1792;1223;1254;606;108.9;2.82;443;NA;50.41
19-12-2020;7;11;23-12-2020;55;35;11;985;71;10;1;Los Rios;405835;14;0;132;Rio Bueno;14204;146.1;8.1;21.2;79.3;0.428;0.453557312;0.239644732;32925;0;0;0;0;19778;1491;2087;2126;2048;1947;2148;1858;1815;2123;2232;2396;2179;1822;1468;1203;923;949;510;15.16;2.36;32;NA;59.67
14-11-2020;42;44;16-11-2020;153;104;34;4383;14;4;1;Los Lagos;891440;10;0;133;Rio Negro;10305;172.7;8.3;14;68.7;0.457;0.504153355;0.274586354;14275;0;0;0;0;8948;668;958;941;1060;855;908;835;763;916;1000;1036;994;822;692;549;396;452;506;11.14;2.48;14;NA;63
07-11-2020;35;37;09-11-2020;151;46;51;2049;11;2;1;La Araucania;1014343;9;0;134;Saavedra;9116;103.1;7.6;35;31.9;0.296;0.780803213;0.317186772;12793;0;0;0;0;7688;642;963;910;717;706;755;763;727;737;855;849;851;743;599;500;392;484;265;32.11;2.19;18;NA;74.19
21-07-2020;42;49;28-07-2020;146;21;118;933;85;34;1;Valparaiso;1960170;5;0;135;San Antonio;5601;138.3;9.9;21.1;93.3;0.509;0.052337165;0.051132413;96761;0;1;0;1;60713;4977;6227;6158;6169;6170;7036;6285;6084;6065;5922;6430;6052;4842;3822;2926;2154;2399;568;241.88;2.81;1103;NA;37.1
10-09-2020;147;151;14-09-2020;299;151;439;12410;169;360;1;Metropolitana;8125072;13;0;136;San Bernardo;13401;154.7;9.9;18.4;99.1;0.525;0.016809763;0.01888533;334836;0;1;0;0;206389;17923;23683;22029;24011;25474;25322;21934;20619;20618;20240;19031;16710;12799;9460;6943;4389;4690;605;2176.38;3.34;6916;75.14;31.44
09-10-2020;28;32;13-10-2020;78;41;36;1798;24;14;1;Maule;1131939;7;0;137;San Clemente;7109;121.6;7.7;16;65.6;0.456;0.499271996;0.317506023;46292;0;0;0;0;28545;2381;3133;2920;3025;3169;3238;2619;2620;3036;3070;3128;2685;2297;1860;1429;983;948;407;10.29;2.35;91;NA;64.85
24-07-2020;35;39;28-07-2020;130;21;115;1003;48;24;1;Valparaiso;1960170;5;0;138;San Felipe;5701;168.3;9.8;15.8;93.5;0.555;0.094047681;0.171982796;83494;0;1;0;0;50770;4349;5660;5284;5274;5577;6366;5781;5315;5032;4666;5185;4545;3733;2895;2279;1573;1943;615;446.92;2.77;2424;NA;43.85
04-09-2020;119;122;07-09-2020;351;178;471;13080;105;165;1;Metropolitana;8125072;13;0;139;San Joaquin;13129;178.5;10.1;15.8;95.2;0.547;0;0.004862707;103485;0;0;0;0;64126;4458;5493;5191;6268;7863;8340;6778;5836;5618;5928;6615;6043;4939;4083;3566;2624;3300;636;10410.97;3.14;5452;75.16;17.57
21-08-2020;70;73;24-08-2020;335;195;599;10974;6;20;1;Metropolitana;8125072;13;0;140;San Jose de Maipo;13203;256.2;10.2;10.6;84.6;0.601;0.383803398;0.04887179;18644;0;0;0;0;11950;844;1075;1122;1121;1302;1491;1367;1443;1435;1380;1298;1163;937;645;543;350;403;648;3.74;2.63;472;74.52;48.41
14-11-2020;42;44;16-11-2020;153;104;34;4383;24;3;1;Los Lagos;891440;10;0;141;San Juan de la Costa;10306;119.9;6.4;15.3;23.6;0.359;0.844249201;0.365960309;7639;0;0;0;0;4686;274;465;505;415;392;348;363;501;626;547;589;564;478;424;336;273;299;281;5.07;1.41;4;NA;78.63
04-09-2020;119;122;07-09-2020;351;178;471;13080;84;159;1;Metropolitana;8125072;13;0;142;San Miguel;13130;339;12.3;6.9;96.8;0.679;0;0.007803967;133059;0;0;0;0;76224;5508;5866;5310;5918;7943;10640;10807;8862;7474;6551;6601;6443;5009;3925;3239;2536;3682;783;13817.13;2.51;7495;53.34;12.48
13-04-2020;14;17;16-04-2020;15;NA;34;312;23;NA;1;Biobio;1663696;8;0;143;San Pedro de la Paz;8108;303.6;11.1;16.8;92.8;0.626;0.000940762;0.01629949;145906;0;0;0;0;89335;7816;10545;9764;9887;9989;10143;9753;10270;10368;8963;8270;6784;5581;4276;3009;1985;2004;671;1292.81;2.77;1155;NA;32.14
16-10-2020;35;38;19-10-2020;176;59;84;3669;186;42;1;Biobio;1663696;8;1;144;San Pedro de la Paz_2;8108;303.6;11.1;16.8;92.8;0.626;0.000940762;0.01629949;145906;0;0;0;0;89335;7816;10545;9764;9887;9989;10143;9753;10270;10368;8963;8270;6784;5581;4276;3009;1985;2004;671;1292.81;2.77;1155;NA;32.14
03-09-2020;126;130;07-09-2020;354;166;475;12732;55;172;1;Metropolitana;8125072;13;0;145;San Ramon;13131;157;9.6;19.1;93.3;0.506;0;0.004411211;86510;0;0;0;0;54971;4355;5184;5176;5972;7066;6636;5030;4705;5379;5818;5868;4612;3885;3593;3459;2396;2302;575;13709.98;3.48;2363;80.28;12.49
02-10-2020;49;55;08-10-2020;55;19;46;1202;48;19;1;OHiggins;991063;6;0;146;San Vicente;6117;144.5;9.1;10.4;78.8;0.549;0.439571484;0.22591961;50617;0;0;0;0;31156;2246;3315;3064;3050;2715;3395;3080;3141;3321;3227;3643;3115;2624;2010;1630;1133;1289;544;104.42;2.66;458;NA;58.42
30-09-2020;28;31;03-10-2020;70;22;47;1411;22;17;1;OHiggins;991063;6;0;147;Santa Cruz;6310;168.3;9.3;12;80.9;0.558;0.397067759;0.157897852;41096;0;0;0;0;24999;1919;2557;2499;2466;2166;2792;2757;2689;2752;2766;2732;2388;1978;1586;1183;900;1047;574;104.43;2.64;683;NA;53.82
13-08-2020;140;144;17-08-2020;347;220;753;10427;224;280;1;Metropolitana;8125072;13;0;148;Santiago;13101;487.5;13.1;6.9;98.5;0.733;0;0.008139908;503147;1;0;0;0;323893;17039;15685;12998;17845;41617;66859;58544;40643;29044;21803;19528;16473;12820;9465;7449;5328;6948;833;21706.08;2.09;110732;57.11;0.38
28-08-2020;63;66;31-08-2020;320;205;524;12168;30;67;1;Metropolitana;8125072;13;0;149;Talagante;13601;238.4;10.5;10.1;94.2;0.633;0.202432749;0.052509859;81838;0;1;0;0;51047;4250;5494;5114;5556;6033;6072;5250;5012;4968;4994;5288;4599;3324;2472;1859;1290;1363;682;653.5;3.19;1193;68.45;41.54
